Sample,Patient,Sample_Type,Replication,Relative.Abundance..Firmicutes,Relative.Abundance..Bacteroidetes,Relative.Abundance..Actinobacteria,Relative.Abundance..Other.Bacteria,Relative.Abundance..Viruses,Relative.Abundance..Fungi,Relative.Abundance..Unclassified...Root,Relative.Abundance..Unclassified,Ratio.of.Bacteroidetes.to.Firmicutes,Richness.0.01.,Richness.0.001.,Richness.0.0001.,Richness.0.00001.,Richness.Any.,Shannon.Entropy,Inv.Simpson,Firmicutes..Faecalibacterium,Firmicutes..unclassified.Clostridiales..miscellaneous.,Firmicutes..Firmicutes..environmental.samples,Firmicutes..unclassified.Ruminococcaceae,Firmicutes..Ruminococcus,Firmicutes..Clostridium,Firmicutes..Roseburia,Firmicutes..Oscillibacter,Firmicutes..Butyricicoccus,Firmicutes..Clostridiales..environmental.samples,Firmicutes..Coprococcus,Firmicutes..unclassified.Lachnospiraceae,Firmicutes..Megamonas,Firmicutes..Gemmiger,Firmicutes..Eubacterium,Firmicutes..unclassified.Oscillospiraceae,Firmicutes..unclassified.Firmicutes.sensu.stricto..miscellaneous.,Firmicutes..Subdoligranulum,Firmicutes..Flavonifractor,Firmicutes..Blautia,Firmicutes..Dialister,Firmicutes..Dorea,Firmicutes..Streptococcus,Firmicutes..Lachnoclostridium,Firmicutes..Megasphaera,Firmicutes..Neglecta,Firmicutes..Intestinimonas,Firmicutes..Lachnospiraceae..environmental.samples,Firmicutes..unclassified.Clostridiaceae,Firmicutes..Anaerotruncus,Firmicutes..Candidatus.Borkfalkia,Bacteroidetes..Bacteroides,Bacteroidetes..Alistipes,Bacteroidetes..Prevotella,Bacteroidetes..Parabacteroides,Bacteroidetes..Odoribacter,Bacteroidetes..Butyricimonas,Bacteroidetes..unclassified.Rikenellaceae,Bacteroidetes..Prevotellaceae..environmental.samples,Actinobacteria..Collinsella,Actinobacteria..Bifidobacterium,Actinobacteria..Enterorhabdus,Actinobacteria..Eggerthella,Proteobacteria..Azospirillum,Proteobacteria..Sutterella,Proteobacteria..Bilophila,Lentisphaerae..unclassified.Lentisphaeria,Basidiomycota..Malassezia,null..Tobamovirus,null..Viruses..environmental.samples,Verrucomicrobia..Akkermansia,RNAConcentration,RawReads,DeduplicatedReads,TrimmedReads,HostRemovedReads,OrphanReads,rRNARemovedReads
D07-ZF-R2,D07,ZF,R2,0.413401539,0.122014606,0.006597998,0.382193287,0.000654266,0.001181422,0.073884296,0.073316165,0.295147924,82,244,920,2280,2280,2.26247706,4.289168076,0.08350494,0.015152732,0.022051128,0.071272113,0.105742511,0.0037133,0.001592496,0.011313477,0.004203737,0.006553834,0.019093664,0.003494071,4.25e-06,0.020791677,0.003805743,0.002203909,0.007777698,0.006725337,0.00154726,0.003543561,4.31e-05,0.001682449,0.000288224,0.000741415,1.02e-05,0.000220474,0.000801176,0.000489504,0.00080045,0.001030365,1.76e-06,0.044094059,0.057541412,0.000103752,0.005701196,0.002006676,0.004768877,0.000694104,6.89e-05,6.54e-05,0.001244822,0.003671384,0.000401003,0.450098918,0.000619402,0.000947778,0.010522779,0.000126993,3.22e-05,0.000538579,1.04e-05,5.28,43994799,43994799,29016117,12981447,4061095,12481917
D07-ZF-R3,D07,ZF,R3,0.466546735,0.19239028,0.005989236,0.258317623,0.000775044,0.001384511,0.074508086,0.073789139,0.412370864,86,270,977,2340,2650,2.589883573,7.036717151,0.079565026,0.018187202,0.026413022,0.07125173,0.147441017,0.004513304,0.001605748,0.016067803,0.006929504,0.008550407,0.029160179,0.004428299,2.03e-06,0.019619372,0.003280136,0.003047912,0.010060388,0.009195793,0.001985357,0.004884841,5.89e-05,0.002048397,0.000393667,0.000906329,1.92e-05,0.000240516,0.001011212,0.00051678,0.001964161,0.001531122,3.13e-06,0.067534985,0.101087551,0.000124761,0.010337202,0.003960062,0.003670124,0.001285554,7.76e-05,7.95e-05,0.001426843,0.002886964,0.000398499,0.30172516,0.000834009,0.001033671,0.007682023,4.12e-06,1.57e-05,0.000685361,1.08e-05,4,69524716,69524716,63206083,25435582,4469241,24698267
D07-ZH-R1,D07,ZH,R1,0.169096779,0.381781993,0.007950313,0.369371316,0.001265231,0.003843279,0.066135857,0.065135646,2.257772113,85,309,964,1928,1928,2.06363408,4.015674663,0.042350589,0.017140745,0.002927473,0.026062417,0.023331457,0.0026458,0.000588321,0.008680568,0.000538005,0.003357901,0.003360216,0.001011318,2.16e-05,0.002598408,0.003207684,0.001170429,0.002284572,0.000966362,0.0008438,0.000473069,8.04e-06,0.000339299,0.000666536,0.000430063,6.34e-06,5.04e-05,0.000239885,0.000272292,0.000222098,0.00059222,8.04e-06,0.225938685,0.121212173,0.000268515,0.017533771,0.004451577,0.010784221,0.000939925,8.64e-05,2.88e-05,0.000538858,0.000245367,3.89e-05,0.42333326,0.004605084,0.005861159,0.010296533,0.001374374,5.07e-05,0.001265213,2.77e-05,14.3,81137488,81137488,45642915,12763904,12377533,11280454
D07-ZH-R2,D07,ZH,R2,0.205462751,0.378783557,0.005789322,0.324302146,0.001902986,0.00859305,0.075098598,0.073396294,1.843563154,102,382,1124,1769,1769,2.301373737,4.932302175,0.049975122,0.018002773,0.007979104,0.034054416,0.030576329,0.002989578,0.001674383,0.011826403,0.001338472,0.004907731,0.004316088,0.001805321,5.17e-06,0.003576372,0.002227877,0.001807907,0.004018003,0.001410892,0.00111701,0.00069413,3.17e-05,0.000488833,0.000310694,0.000595846,3.88e-06,8.11e-05,0.000421263,0.000296468,0.000237304,0.000634643,9.7e-07,0.18902136,0.158241351,0.00021241,0.017386236,0.004687885,0.016104988,0.001648519,0.000109276,3.07e-05,0.000902014,0.001087589,0.000214996,0.368709949,0.003711189,0.004814943,0.012877783,0.001182317,5.79e-05,0.002229817,2.88e-05,10.4,66931489,66931489,17667677,5644264,23549904,4410671
D07-ZH-R3,D07,ZH,R3,0.16344422,0.472925128,0.002131112,0.292863382,0.002464596,0.003831312,0.062305309,0.061120586,2.893495587,76,277,1008,1923,1923,2.178809435,4.974263674,0.045946651,0.012490972,0.004414161,0.036815364,0.017385155,0.002174738,0.00061978,0.009342025,0.000967599,0.004739947,0.003457893,0.001491375,1.57e-06,0.00226366,0.001935514,0.001633336,0.002406408,0.001070057,0.001047393,0.000466802,8.5e-06,0.000244261,0.000248038,0.000396451,6.92e-06,7e-05,0.000368752,0.000198934,0.000237808,0.001660091,2.05e-06,0.256465627,0.180552668,0.000253074,0.028563541,0.005906323,0.012366481,0.001331157,0.00011615,1.1e-05,0.000625918,0.000400071,7.77e-05,0.31201383,0.006146806,0.005401433,0.010848351,0.000188547,7.38e-05,0.00306396,3.02e-05,45,61110219,61110219,30121106,10409086,19945584,8971030
D07-ZR-R1,D07,ZR,R1,0.131447729,0.179256416,0.003246921,0.622107481,0.000578771,0.00113192,0.062202892,0.06192799,1.36370873,50,147,501,1538,1940,1.355721488,1.976920705,0.014210057,0.004040757,0.004176985,0.018278531,0.034931743,0.001750836,0.001249647,0.004750613,0.002231605,0.002366303,0.007635346,0.001366338,1.41e-06,0.003077865,0.001706466,0.001064224,0.0027182,0.000816366,0.000328594,0.000687318,2.61e-05,0.000329418,9.57e-05,0.000160237,3.53e-06,4.6e-05,0.000171359,0.000167828,0.000244563,0.000327241,9.42e-07,0.057337946,0.095256049,5.68e-05,0.004248953,0.001598484,0.002306398,0.000944591,4.52e-05,1.88e-05,0.000256096,0.00271361,7.71e-05,0.700895478,0.000289933,0.000409743,0.016573359,2.69e-05,3.54e-05,0.000437106,1.25e-05,5.22,51973943,51973943,44042091,20757681,2016448,20294852
D07-ZR-R2,D07,ZR,R2,0.32032195,0.18491466,0.004629268,0.416704885,0.001005196,0.002154121,0.070192799,0.06938364,0.577277518,75,258,942,2049,2375,2.120944802,3.718609692,0.041758787,0.011182243,0.014996772,0.059382081,0.092926575,0.003047537,0.001536219,0.016992889,0.003137051,0.006680638,0.008092845,0.002406956,3.06e-06,0.014402189,0.002023501,0.003131094,0.00710521,0.004778172,0.002034669,0.001836944,4.19e-05,0.001069951,0.00016422,0.000557602,1.32e-05,0.000172906,0.000977293,0.000343083,0.000471646,0.000835742,2.07e-06,0.063528524,0.097652792,9.94e-05,0.006511455,0.002020191,0.003378044,0.001175019,7.15e-05,5.05e-05,0.001075494,0.001889147,0.000541966,0.490081877,0.000758223,0.001943831,0.010297856,0.000111851,1.85e-05,0.000963974,1.04e-05,16,56828932,56828932,39719647,16478704,13169476,15745495
D07-ZR-R3,D07,ZR,R3,0.252709717,0.154737952,0.00263594,0.525871192,0.00088695,0.001707101,0.061421822,0.060970817,0.612315008,56,168,609,1704,2320,1.710954769,2.614936814,0.033312734,0.006195879,0.00720884,0.044556644,0.092313504,0.002102689,0.000619932,0.005989235,0.003304736,0.002484652,0.011790125,0.001821543,5.66e-07,0.007537954,0.002323144,0.000953708,0.002823874,0.002733295,0.00062076,0.001807166,8.58e-06,0.000675961,0.000140943,0.000382267,3.05e-06,8e-05,0.000229212,0.000213266,0.000476506,0.00033883,7.41e-07,0.068792159,0.057742564,5.44e-05,0.005606924,0.001565232,0.0023817,0.000583858,5.05e-05,3.37e-05,0.000412025,0.001694063,0.000229648,0.601761271,0.000565254,0.001341204,0.014048483,1.42e-05,2.79e-05,0.000812809,8.23e-06,4.6,84863742,84863742,70824498,28780919,10467525,28122552
D08-NF-R1,D08,NF,R1,0.301313816,0.076431206,0.01628054,0.019160778,0.528354036,0.003861967,0.054048384,0.053240945,0.253659811,95,343,1103,1605,1605,1.772614279,2.279742142,0.042615005,0.013623626,0.011496721,0.01008662,0.020269298,0.008733979,0.045596271,0.002810916,0.016037253,0.005389088,0.002846611,0.002623444,1.22e-05,0.007617565,0.005919581,0.000690976,0.000975085,0.004703046,0.002889851,0.003043079,0.000119274,0.001301275,0.001416486,0.000766139,1.25e-05,0.000174413,0.000791967,0.000425149,0.000547325,0.000911241,0.000152067,0.056204387,0.028321878,5.08e-05,0.000695909,0.001720329,0,0.000116372,1.45e-05,0.002223543,0.002974881,0.000942002,0.000482899,1.45e-05,0.006323255,0.00352859,8.13e-06,0.001261807,0.655251589,0.000865388,3.22e-05,284,48083543,48083543,28467109,10203240,7103635,4341910
D08-NF-R2,D08,NF,R2,0.545247786,0.133780099,0.020776965,0.058063222,0.137035425,0.003817378,0.101140573,0.100351086,0.24535652,109,449,1248,1620,1620,2.998265764,10.61195566,0.174561228,0.040935839,0.04112643,0.038266648,0.034647251,0.027121654,0.026289651,0.007603483,0.022503487,0.013725303,0.004201249,0.008124859,1.83e-05,0.037858893,0.007901281,0.002460274,0.003221722,0.017665406,0.005862507,0.006314244,8.25e-06,0.002091004,0.001727231,0.001477081,4.31e-05,0.000479226,0.00073854,0.001081238,0.000982277,0.001614526,1.28e-05,0.109730955,0.050142852,0.000131948,0.002361313,0.002931253,1.74e-05,0.00015852,5.68e-05,0.008082709,0.002621543,0.001070242,0.001333221,3.94e-05,0.045328595,0.012688048,4.58e-06,0.001180198,0.191468852,0.000511297,4.4e-05,224,21706733,21706733,6240674,2446171,2575888,1571115
D08-NF-R3,D08,NF,R3,0.248409166,0.080739858,0.007584297,0.018492972,0.586539705,0.002661398,0.055509565,0.054986007,0.325027693,62,274,1098,2206,2206,1.60232754,2.118924829,0.071339122,0.012341025,0.010603819,0.012916619,0.016763851,0.010806482,0.012330825,0.004006739,0.011312018,0.006396883,0.002073483,0.002292287,1.46e-06,0.008151464,0.003066173,0.001115318,0.000900213,0.005645977,0.002822484,0.002794797,6.39e-06,0.000811436,0.000754829,0.000556202,7.51e-06,0.000179684,0.000555641,0.000467537,0.000770747,0.001056806,5.72e-06,0.053789504,0.029279516,2.3e-05,0.000728264,0.001704812,1.91e-06,6.98e-05,2.39e-05,0.001856809,0.000949646,0.000920838,0.000274738,1.63e-05,0.008574164,0.004175214,4.04e-06,4.89e-05,0.679477583,0.000387503,2.56e-05,280,51598126,51598126,38867863,14247580,10057447,10480982
D08-OF-R1,D08,OF,R1,0.258042946,0.354832081,0.008310522,0.018475261,0.300558755,0.001041445,0.058684443,0.057688753,1.375089252,64,227,877,2044,2542,2.087825512,4.62932624,0.119020903,0.017237938,0.01370785,0.007194066,0.012364235,0.007577761,0.005353845,0.005071296,0.009403369,0.008764564,0.00069814,0.002084931,3.91e-06,0.005668987,0.002461532,0.002470506,0.001183892,0.002201935,0.001223641,0.001498761,9.16e-06,0.000634803,0.003760699,0.000830364,1.22e-05,7.07e-05,0.000866051,0.00036044,0.000613154,0.000906315,1.67e-05,0.244189147,0.11968554,9.25e-05,0.00406723,0.015508717,3.52e-05,0.000295253,3.78e-05,0.001719488,0.000563036,0.002534359,0.000301044,5.91e-06,0.005069689,0.001478872,5.88e-06,5.93e-05,0.355742622,0.000161695,5.97e-05,17,112506892,112506892,104229392,43704248,6982073,39514614
D08-OF-R2,D08,OF,R2,0.274518886,0.506118909,0.008555212,0.027567758,0.111915062,0.001426147,0.069847009,0.069153485,1.84365789,69,250,924,2163,2163,2.12209925,4.56958908,0.15268317,0.016091632,0.011560739,0.009874341,0.008407583,0.007794978,0.00872581,0.004275895,0.004537133,0.009747466,0.000528715,0.002604057,8.74e-06,0.004497753,0.00217088,0.002958059,0.001389247,0.002223848,0.001367754,0.001404777,7.77e-06,0.000516652,0.00093624,0.000676389,1.82e-05,8.65e-05,0.000538283,0.00035733,0.000496546,0.000807285,2.11e-05,0.391160321,0.148156298,0.000226156,0.006311996,0.022389207,4.66e-05,0.000388251,7.38e-05,0.001429181,0.000569898,0.003643323,0.00026415,8.6e-06,0.0088574,0.002261148,7.07e-06,0.00032419,0.137970108,0.000237249,4.98e-05,12.1,51745314,51745314,24429265,10054083,12029029,9058923
D08-OF-R3,D08,OF,R3,0.306730184,0.314862161,0.012888827,0.020710622,0.278808231,0.001231909,0.064715516,0.06409196,1.026511827,69,235,955,2275,2574,2.21635906,5.080259708,0.145222893,0.018885371,0.014371028,0.011702201,0.013204695,0.009866747,0.004618107,0.005429984,0.0185882,0.007626469,0.000979957,0.002907113,2.63e-06,0.007198434,0.002829647,0.002198886,0.001434119,0.003303589,0.001843401,0.002842167,6.23e-06,0.001003854,0.002850629,0.000986989,1.28e-05,0.000152759,0.000937594,0.000417344,0.001037185,0.000942911,1.53e-05,0.217598112,0.108399921,7.67e-05,0.00444854,0.011667156,2.21e-05,0.000213188,4e-05,0.003577035,0.001491689,0.003197367,0.000596344,6.92e-06,0.005444962,0.003706183,4.57e-06,1.83e-05,0.338943861,0.00034771,4.22e-05,7.94,69776899,69776899,64408848,24354731,6115013,21542128
D08-OR-R1,D08,OR,R1,0.350946431,0.349423795,0.031488594,0.09388131,0.089030387,0.009921253,0.07286894,0.070752615,0.995661345,143,530,1131,1548,1548,2.75013466,7.249824588,0.018000813,0.017565054,0.011928348,0.012653024,0.003854254,0.017338512,0.173512898,0.005479036,0.007588523,0.013457835,0.0014121,0.005828162,0.000107857,0.004577197,0.004313403,0.005492463,0.001167365,0.004242365,0.001883811,0.002038882,8.36e-05,0.000845527,0.00209346,0.00162045,6.28e-05,0.000282853,0.000470411,0.000395475,0.000803511,0.00034003,1.39e-05,0.11538115,0.273793239,0.000356923,0.004798109,0.003036449,7.8e-06,0.001696253,2.86e-05,0.002794312,0.002129846,0.000406737,0.00034956,3.38e-05,0.064788111,0.022086374,2.64e-05,0.005419259,0.113994606,0.008048105,0.000152472,12.1,41698055,41698055,11294240,3954488,11535563,3292669
D08-OR-R2,D08,OR,R2,0.278987792,0.382952435,0.036797496,0.097249916,0.076009339,0.019945351,0.107682738,0.104444672,1.372649433,176,708,1186,1186,1186,2.943191431,6.496200371,0.033004262,0.022283052,0.026139815,0.015604473,0.00702497,0.011109844,0.034846046,0.005875967,0.017936273,0.012846021,0.002880956,0.005774584,7.6e-05,0.007101007,0.004650927,0.004798777,0.001068742,0.007384033,0.002386715,0.002750003,8.03e-05,0.001368665,0.002196623,0.001753074,0.000152074,0.000397082,0.000654763,0.000430876,0.000620968,0.000511137,3.38e-05,0.111085765,0.348295716,0.001153227,0.004418592,0.004076426,1.69e-05,0.001892475,9.29e-05,0.006197012,0.003172431,0.001123657,0.000891322,0.000185868,0.054155208,0.018130589,2.11e-05,0.012478509,0.109742446,0.001862905,0.000232335,20.6,45148001,45148001,3378576,653585,15120361,359158
D08-OR-R3,D08,OR,R3,0.197901256,0.421062478,0.047496301,0.095636768,0.090301423,0.036922691,0.110471778,0.107007242,2.127639244,195,728,1374,1374,1374,2.826072193,5.630636599,0.012650627,0.013137414,0.010662671,0.008018865,0.002970274,0.011719319,0.049298094,0.006204346,0.007916844,0.010165682,0.001585701,0.002920721,2.19e-05,0.002487859,0.001957349,0.004350475,0.000740382,0.002769146,0.002996508,0.001386031,4.37e-05,0.00067334,0.00274437,0.001323361,3.35e-05,0.000144287,0.000416829,0.000218617,0.000552372,0.000222989,4.37e-06,0.120247999,0.377627046,0.000705404,0.005577644,0.002774976,5.83e-06,0.002162849,4.23e-05,0.001305871,0.001145552,0.000682084,0.000190925,7.58e-05,0.03411297,0.022376161,4.37e-06,0.033967225,0.118449511,0.00767928,0.000320638,41.8,58620415,58620415,5460102,1444598,15363735,1019850
D08-ZF-R1,D08,ZF,R1,0.416536531,0.409922294,0.01124388,0.027688324,0.029698558,0.001044339,0.103730088,0.103201612,0.984120872,79,338,1055,2169,2481,2.53098754,5.873107994,0.156561663,0.037628852,0.020526702,0.044796326,0.061875944,0.013326081,0.016424751,0.003295937,0.012156507,0.009586013,0.003312386,0.006107086,5.28e-06,0.009956836,0.003729887,0.001250144,0.003601397,0.00831824,0.001480434,0.012504176,3.5e-05,0.002496689,0.000419798,0.001007192,4.21e-05,0.000643942,0.000422467,0.00071576,0.001894397,0.000342021,5.56e-05,0.352804799,0.10270241,0.000124083,0.007758282,0.016483409,3.35e-05,0.000600802,9.65e-05,0.003682898,0.001590303,0.001824752,0.000512224,1.46e-05,0.006978959,0.005594365,4.53e-06,8.27e-05,0.038820897,0.000273368,7.19e-05,6.18,67060864,67060864,59777918,23755037,3627609,22013673
D08-ZF-R2,D08,ZF,R2,0.533480091,0.279936071,0.012355967,0.025427623,0.021433499,0.001292523,0.125960602,0.125391664,0.524735741,95,379,1282,2541,2541,2.8732071,9.168176581,0.155372422,0.059278906,0.036062307,0.056528829,0.087556047,0.028795761,0.024369356,0.004667805,0.021826704,0.013437807,0.00481177,0.012884866,7.6e-06,0.01042629,0.006387323,0.001582348,0.006456196,0.008621429,0.002428171,0.014212108,2.18e-05,0.004538007,0.000413928,0.001976927,4.88e-05,0.001150914,0.000568489,0.001220132,0.00290648,0.000577703,4.26e-05,0.239934688,0.087897993,0.000195677,0.005522727,0.012380528,2.03e-05,0.000402756,0.000121046,0.003513552,0.001158861,0.003848357,0.000549946,1.98e-05,0.005293535,0.004946291,1.21e-05,0.000131526,0.029363213,0.000237369,7.75e-05,27.4,46894497,46894497,29456443,12909760,4508624,12505791
D08-ZF-R3,D08,ZF,R3,0.194129677,0.646621554,0.004440621,0.029689056,0.059938986,0.000911033,0.064210867,0.063679976,3.33087431,65,233,865,1945,2448,2.038908804,3.852417956,0.048503941,0.024760514,0.010411052,0.017261541,0.027927746,0.006232499,0.005927316,0.002299045,0.010268443,0.006812371,0.001183424,0.002340403,2.91e-06,0.003549128,0.001299303,0.001389071,0.002668267,0.002949816,0.000684458,0.004291526,7.53e-06,0.000857085,0.000129363,0.000393331,1.68e-05,0.000353164,0.000170245,0.00032834,0.000799003,0.000193116,8.52e-05,0.444309178,0.226537026,0.000187017,0.010902204,0.030092806,5.02e-05,0.001138445,9.84e-05,0.001298588,0.000279215,0.000648675,0.00018878,5.57e-06,0.006487366,0.002773568,6.81e-06,0.000286315,0.072918771,0.000443409,4.76e-05,4.6,68503640,68503640,61443402,26979343,4802025,26376956
D08-ZH-R1,D08,ZH,R1,0.137442882,0.694795209,0.016895487,0.078177749,0.010388716,0.007071692,0.053846475,0.051128278,5.055156003,104,404,897,1246,1246,1.816470949,2.765920426,0.04857887,0.015720576,0.001813199,0.005497354,0.004745808,0.012873229,0.002112304,0.00246298,0.000688974,0.002434101,0.000252349,0.000900067,9.01e-05,0.000317671,0.005553737,0.000669034,0.000946824,0.000443501,0.001076092,0.000319046,1.99e-05,0.000114141,0.001307126,0.000866375,0,0.000121017,0.000193215,0.000121705,0.000534952,0.000428374,4.81e-06,0.565689772,0.192307005,0.000378867,0.015559678,0.019596572,2.61e-05,0.000391244,0.000102452,0.000145083,0.000768048,5.43e-05,4.19e-05,2.54e-05,0.026721473,0.011677494,5.5e-06,0.004016953,0.012310773,0.000148521,0.000119642,102,49219453,49219453,34993350,14063848,7707991,1932494
D08-ZH-R2,D08,ZH,R2,0.114273736,0.678795572,0.008736239,0.085966253,0.018392589,0.018426554,0.075327438,0.071439652,5.940083845,128,496,1303,1629,1629,1.928127877,2.913611416,0.032872408,0.019017662,0.00345417,0.006048086,0.005850151,0.008946516,0.002400133,0.002649282,0.002164826,0.003315755,0.00029621,0.001167539,6.23e-06,0.00069208,0.002440966,0.001027739,0.001127398,0.000841569,0.001099715,0.000576503,1.45e-05,0.000262298,0.000377876,0.000606954,5.54e-06,0.000105196,0.000225618,0.000186862,0.000704537,0.000534286,1.73e-05,0.54462254,0.207028071,0.000318357,0.015683221,0.020576226,2.28e-05,0.000517676,8.58e-05,0.000218005,0.000234615,5.12e-05,4.43e-05,6.51e-05,0.026198682,0.011597182,6.92e-07,0.00261537,0.023979182,0.000231847,0.00017302,94.2,71072600,71072600,12127844,3028659,34604781,1990078
D08-ZH-R3,D08,ZH,R3,0.137348235,0.709005933,0.002665233,0.075016193,0.019497649,0.00175109,0.05468107,0.052684254,5.162104427,68,236,856,2006,2328,1.735008149,2.852788408,0.041222406,0.024893523,0.005770716,0.006676454,0.008245966,0.009594913,0.002784294,0.003294334,0.001882584,0.004458647,0.000318987,0.001059976,1.07e-06,0.000999187,0.003106239,0.00126374,0.0012358,0.001030211,0.001206412,0.000403941,1.45e-06,0.00018004,0.00026254,0.000612551,3.59e-06,0.000136808,0.000233907,0.000171922,0.000494119,0.000412374,1.59e-05,0.546167525,0.218337565,0.000205778,0.015225738,0.019322165,2.83e-05,0.000634576,7.24e-05,0.000300801,8.11e-05,0.000108993,6.75e-05,5.54e-06,0.025388333,0.010297263,1.2e-06,0.000783277,0.024133529,0.000116607,0.000152918,25.4,96719729,96719729,72339728,23372956,15502293,21012576
D08-ZR-R1,D08,ZR,R1,0.376867787,0.415506935,0.00903682,0.046999146,0.048992376,0.001036654,0.101475007,0.100678363,1.102527066,81,316,1075,2194,2653,2.761965266,7.808747251,0.051763843,0.058452295,0.02922456,0.035883946,0.068764955,0.015040722,0.0161915,0.004681436,0.027640703,0.013588807,0.00234233,0.005580283,4.07e-06,0.012896207,0.004258475,0.00220007,0.004985648,0.009347098,0.001417739,0.006723422,1.38e-05,0.002521246,0.000238886,0.001227662,2.64e-05,0.000699891,0.000660061,0.000795773,0.001954835,0.000367158,5.67e-05,0.296795147,0.135501763,0.000163589,0.014095348,0.036741772,3.32e-05,0.000655547,9.94e-05,0.002311725,0.000643394,0.002211875,0.000413239,1.32e-05,0.032125514,0.003933678,1.07e-05,2.7e-05,0.064398744,0.00052033,0.00013234,23.8,67280178,67280178,62736357,29107156,3781670,27457661
D08-ZR-R2,D08,ZR,R2,0.21742739,0.585250533,0.00367343,0.075211695,0.037176973,0.001610981,0.079587641,0.078236136,2.691705643,66,259,1015,2352,2663,2.254483873,4.575190894,0.015490501,0.046714606,0.02060058,0.012836669,0.048402652,0.008859329,0.008062607,0.002506172,0.012478826,0.005905174,0.000964158,0.003334488,2.95e-06,0.004367562,0.002441597,0.001308074,0.003270637,0.003135579,0.001033315,0.001045434,5.79e-06,0.00091942,9.74e-05,0.000895483,1.12e-05,0.00020735,0.000453048,0.000368817,0.000775258,0.000239306,6.99e-05,0.412859219,0.186266822,0.000229297,0.017574073,0.041623157,5.31e-05,0.000763621,0.000106479,0.000427724,0.000147177,0.001398394,9.94e-05,8.5e-06,0.058297768,0.004622605,5.85e-06,4.75e-05,0.046726484,0.000505322,0.000146635,20.6,69256582,69256582,55986212,23045850,9775747,21881975
D08-ZR-R3,D08,ZR,R3,0.176122811,0.534273852,0.006399079,0.033147984,0.183718797,0.001071342,0.065210162,0.064550835,3.033530113,71,235,870,2183,2522,2.02266612,3.913924029,0.027112751,0.019127805,0.010946477,0.013649881,0.035088377,0.006570561,0.007129011,0.00223385,0.006289791,0.003997792,0.001355273,0.002493497,1.52e-06,0.003241643,0.002638011,0.001027345,0.00185765,0.002224023,0.000883389,0.003907021,4.05e-06,0.001036767,0.000303057,0.000439162,1.61e-05,0.000168067,0.000210058,0.000301335,0.00053444,0.000198307,0.000115844,0.430621437,0.118718833,0.000128507,0.010835395,0.016042528,4.22e-05,0.000801686,0.000116451,0.001830905,0.000261572,0.001629964,0.000316227,5.62e-06,0.008792659,0.007087425,8.76e-06,0.000235182,0.229359366,0.001118065,7.41e-05,6.1,85325632,85325632,69661179,25850478,6220383,25051980
D09-NF-R1,D09,NF,R1,0.337036764,0.141385951,0.019188241,0.035483498,0.382415735,0.001483635,0.082820659,0.082397964,0.419497117,82,275,986,2090,2090,2.328388562,4.091776629,0.087176159,0.02825117,0.030757261,0.024096991,0.003924715,0.029891559,0.001858553,0.04397027,0.00761289,0.001863271,0.003674019,0.002560229,8.2e-06,0.011306155,0.003900751,0.000390261,0.001482819,0.00183434,0.019426521,0.002910011,0.000547583,0.00173724,0.000551929,0.001030101,1.07e-05,0.000124913,0.000757427,0.000445144,0.002030278,0.003840777,5.46e-06,0.089873967,0.030100162,0.000173463,0.002479022,0.00088023,0.018898681,0.000214687,0.000146519,0.005842,0.006862912,0.001689187,0.000347299,1.94e-05,0.018096801,0.00767485,1.29e-05,0.000268576,0.470245523,0.002574135,4.32e-05,236,50467427,50467427,38256864,14109225,3309397,10125276
D09-NF-R2,D09,NF,R2,0.362889744,0.125131039,0.019681429,0.038976642,0.354352753,0.002546475,0.096311228,0.095710279,0.34481834,89,298,1158,2383,2383,2.416100235,4.474964533,0.086818176,0.043920599,0.030650365,0.031050448,0.006596585,0.033781402,0.00261592,0.053454771,0.010447795,0.002174263,0.003185906,0.002798217,5.41e-06,0.00828694,0.004245772,0.000464867,0.001592446,0.001789615,0.01382918,0.003348148,0.001632556,0.001303679,0.000754536,0.001288694,1.46e-05,0.000123371,0.000536524,0.0005292,0.002616822,0.003763554,3.38e-06,0.07460713,0.030888882,0.000150524,0.002224738,0.000694597,0.019154196,0.000203703,0.000119653,0.005709326,0.008206382,0.001569575,0.000269614,2.26e-05,0.021392116,0.005136749,2.03e-05,0.000248545,0.447310863,0.001872651,4.15e-05,332,71988203,71988203,45577934,16520453,10204777,11467306
D09-NF-R3,D09,NF,R3,0.089100349,0.025027208,0.003399317,0.006156431,0.832103527,0.001443787,0.042739711,0.042332799,0.280887877,48,123,520,1538,1960,0.66428742,1.245702091,0.020162342,0.006791107,0.003808684,0.00535119,0.000667385,0.006245904,0.000660521,0.011816186,0.002468796,0.000344207,0.000837055,0.000490726,4.99e-07,0.002026368,0.001061764,7.23e-05,0.000197002,0.000379776,0.002734065,0.000520118,0.000108641,0.000374722,0.000100092,0.000211354,1.5e-06,1.69e-05,0.000103649,0.000108017,0.00030296,0.000895651,5.62e-07,0.011928571,0.005785318,2.12e-05,0.000336657,0.000203367,0.003123451,2.73e-05,1.97e-05,0.000568728,0.001222635,0.000598868,4.16e-05,3.74e-06,0.002376753,0.000901891,1.75e-06,3.62e-05,0.895468156,0.001794858,1.02e-05,43,56269879,56269879,51488330,18811782,2205888,17372529
